-36.49169058,1.321887865,5.711875
-36.46222518,-1.974082791,5.711875
-36.26755342,4.249169284,5.711875
-36.16732578,-5.031442656,5.711875
-35.72764036,7.544970705,5.711875
-35.66116916,-7.853144863,5.711875
-34.93918753,10.61338987,5.711875
-34.8074028,-11.03791567,5.711875
-34.14344889,-0.258428379,5.711875
-33.89355186,13.58742114,5.711875
-33.76825791,5.383946211,5.711875
-33.73363028,-13.97973745,5.711875
-33.5452725,-3.180763045,5.711875
-33.27996088,2.531374348,5.711875
-33.00936081,-8.681159528,5.711875
-32.79376968,8.251401136,5.711875
-32.64475113,-5.874018091,5.711875
-32.59366393,16.46341225,5.711875
-32.4214158,-16.80007942,5.711875
-31.85886313,11.05149473,5.711875
-31.76207069,-11.44645485,5.711875
-31.45732712,-0.364609923,5.711875
-31.11965271,5.274502256,5.711875
-31.04828369,19.21965009,5.711875
-30.87548709,-19.49602951,5.711875
-30.72502441,13.7944075,5.711875
-30.56556833,-14.1360325,5.711875
-30.50631145,-3.206390264,5.711875
-30.26317748,-8.467915608,5.711875
-30.14875724,2.435956087,5.711875
-29.9485142,8.176104625,5.711875
-29.37251815,16.45351718,5.711875
-29.27142662,21.8305853,5.711875
-29.19501772,-16.74111739,5.711875
-29.18575596,-5.790080638,5.711875
-29.10499725,-22.05198417,5.711875
-28.84255849,10.98544084,5.711875
-28.80383803,-11.27405833,5.711875
-28.57440832,-0.390184169,5.711875
-28.31890371,5.267971825,5.711875
-27.80837239,18.99729509,5.711875
-27.63771601,-19.2384403,5.711875
-27.57759231,13.69588005,5.711875
-27.43401321,-13.98950988,5.711875
-27.34027447,-3.122426674,5.711875
-27.27763966,24.27593957,5.711875
-27.25763641,-8.465367514,5.711875
-27.1104009,-24.4625639,5.711875
-27.08046077,2.43429998,5.711875
-27.02827026,8.130395095,5.711875
-26.11895872,16.30103141,5.711875
-26.05464811,21.40215756,5.711875
-25.93208595,-16.60538145,5.711875
-25.92052373,-21.62740163,5.711875
-25.88206944,-5.763188138,5.711875
-25.78097514,10.90064442,5.711875
